55,5,0.50416,47.185
56,5,0.51624,48.168
57,7,0.52216,47.428
58,8,0.50307,47.54
59,8,0.49713,48.505
60,8,0.47843,49.47
61,11,0.47653,47.852
62,12,0.48947,47.957
63,12,0.48319,48.921
64,8,0.46925,53.313
65,11,0.45502,51.677
66,12,0.47471,51.745
67,17,0.48181,48.365
68,17,0.44906,49.278
69,17,0.45516,50.179
70,17,0.43876,51.064
71,17,0.42843,51.936
72,17,0.43962,52.793
73,17,0.45485,53.639
74,17,0.44177,54.47
75,17,0.46289,55.289
76,12,0.54266,60.393
78,28,0.41955,47.676
79,29,0.42877,47.489
80,30,0.4098,47.276
81,31,0.34003,47.042
82,32,0.33639,46.787
83,33,0.36218,46.506
84,34,0.3569,46.196
85,34,0.38471,46.829
86,34,0.36918,47.442
87,34,0.40029,48.038
88,38,0.3893,44.705
89,39,0.41146,44.292
90,36,0.44799,47.793
91,41,0.41244,43.321
92,39,0.42312,45.922
93,41,0.42173,44.364
94,18,0.45209,66.683
95,15,0.47496,69.759
96,15,0.47713,70.231
97,18,0.45449,68.099
98,15,0.44282,71.136
99,15,0.46611,71.578
100,18,0.43481,69.414
101,17,0.44607,70.706
102,17,0.43991,71.114
103,20,0.45264,68.852
104,20,0.46752,69.227
105,20,0.46403,69.569
106,20,0.46985,69.905
107,20,0.46035,70.22
108,19,0.46395,71.388
109,19,0.47574,71.661
110,23,0.48553,68.292
111,20,0.48657,71.25
112,22,0.50326,69.663
113,21,0.52213,70.75
114,21,0.53296,70.925
115,27,0.53474,65.57
116,11,0.52481,79.922
117,26,0.55284,66.802
118,26,0.54869,66.912
119,26,0.56314,67.009
120,26,0.57628,67.107
121,26,0.57213,67.21
122,26,0.57284,67.323
123,34,0.53496,59.866
124,34,0.49574,59.955
125,34,0.48047,60.032
126,34,0.47404,60.103
127,36,0.46872,58.241
128,34,0.47399,60.271
129,35,0.4617,59.395
130,80,0.42576,19.075
131,80,0.41354,19.335
132,82,0.3961,18.478
133,83,0.39537,18.268
134,83,0.39379,18.598
135,85,0.39951,18.036
136,84,0.42483,18.859
137,85,0.40898,18.84
138,79,0.4124,22.121
139,80,0.39063,21.977
140,80,0.3901,22.396
141,80,0.39987,22.832
142,82,0.39877,22.379
143,85,0.39383,21.733
144,80,0.40055,24.271
145,80,0.40444,24.801
146,70,0.40617,30.942
147,82,0.40912,25.139
148,70,0.41981,31.905
149,35,0.42481,62.181
150,80,0.40744,27.822
151,80,0.39493,28.486
152,80,0.39278,29.161
153,74,0.40433,32.479
154,84,0.41864,29.302
155,84,0.40738,30.038
156,82,0.4004,31.326
157,70,0.40416,37.12
158,82,0.39474,32.785
159,70,0.41238,38.381
160,78,0.41213,35.49
161,80,0.41403,35.555
162,80,0.43913,36.285
163,80,0.43717,37.014
164,80,0.45038,37.746
165,80,0.47922,38.478
166,80,0.49062,39.205
167,84,0.47633,39.018
168,84,0.47037,39.758
169,68,0.48784,45.823
170,77,0.47942,42.903
171,78,0.47449,43.298
172,78,0.4712,43.989
173,78,0.46637,44.674
174,80,0.48566,44.871
175,78,0.49229,46.027
176,75,0.48731,47.531
177,78,0.46246,47.351
178,80,0.45547,47.564
179,77,0.49931,48.894
180,78,0.45828,49.284
181,131,0.45519,36.902
182,79,0.4172,50.334
183,133,0.38604,37.3
184,133,0.38336,37.985
185,135,0.39059,37.581
186,82,0.36706,52.279
187,84,0.3727,52.621
188,84,0.39703,53.201
189,133,0.39431,41.171
190,133,0.38208,41.754
191,132,0.36467,42.831
192,133,0.40038,42.86
193,133,0.40413,43.395
194,133,0.39294,43.922
195,133,0.4119,44.445
196,133,0.42857,44.967
197,126,0.43154,48.794
198,126,0.43655,49.301
199,68,0.4332,62.185
200,126,0.45319,50.298
201,68,0.43593,63.187
202,68,0.44168,63.686
203,68,0.43792,64.179
204,68,0.45203,64.643
205,68,0.44279,65.116
206,71,0.45765,64.657
207,71,0.462,65.103
208,95,0.46174,62.216
209,95,0.43841,62.558
210,91,0.51202,63.185
211,49,0.52427,76.556
212,95,0.41092,63.483
213,126,0.48121,54.871
214,126,0.46743,55.077
215,32,0.54065,89.431
216,126,0.44442,55.434
217,49,0.50446,79.003
218,153,0.45874,38.724
219,154,0.43499,38.108
220,132,0.43193,53.317
221,84,0.40722,66.898
222,82,0.41455,67.499
223,132,0.40757,53.853
224,82,0.4005,68.067
225,132,0.39355,54.257
226,134,0.40161,53.45
227,134,0.40921,53.691
228,134,0.39262,53.939
229,132,0.40923,55.223
230,134,0.38497,54.464
231,134,0.38856,54.758
232,134,0.40174,55.067
233,156,0.40117,40.24
234,156,0.38443,40.621
235,152,0.39251,44.129
236,150,0.37185,46.051
237,141,0.3713,52.741
238,157,0.36662,41.489
239,185,0.36113,24.705
240,138,0.36627,55.736
241,144,0.35948,52.435
242,144,0.37308,52.87
243,142,0.42883,54.595
244,142,0.40565,55.05
245,140,0.42099,56.735
246,140,0.39992,57.211
247,140,0.41206,57.7
248,140,0.41741,58.202
249,150,0.38855,52.186
250,150,0.43109,52.752
251,150,0.37392,53.326
252,151,0.39863,53.195
253,160,0.41588,47.51
254,158,0.35177,49.509
255,157,0.35442,50.835
256,158,0.31866,50.811
257,157,0.34416,52.154
258,71,0.35811,89.35
259,69,0.38682,91.102
260,199,0.41123,37.389
261,197,0.42609,38.782
262,66,0.43432,94.952
263,153,0.40635,58.945
264,153,0.41245,59.636
265,169,0.46769,50.669
266,170,0.46525,50.922
267,170,0.45993,51.684
268,171,0.42759,51.983
269,146,0.41204,67.513
270,153,0.42328,63.841
271,154,0.40721,63.909
272,154,0.37682,64.6
273,146,0.37841,70.211
274,146,0.38546,70.894
275,142,0.35421,73.758
276,154,0.36299,67.412
277,141,0.35661,75.587
278,141,0.36568,76.249
279,141,0.36797,76.89
280,141,0.36254,77.55
281,141,0.3568,78.216
282,141,0.36405,78.878
283,141,0.35539,79.538
284,141,0.36845,80.196
285,135,0.38349,83.609
286,135,0.39082,84.254
287,135,0.42206,84.902
288,230,0.43309,46.394
289,49,0.43915,126.65
290,230,0.40405,48.002
291,146,0.43885,82.303
292,69,0.43912,114.37
293,69,0.41853,115.06
294,68,0.41727,116.4
295,67,0.45071,117.74
296,67,0.42999,118.43
297,65,0.43336,120.47
298,65,0.42537,121.17
299,64,0.44623,122.57
300,202,0.46264,69.427
301,60,0.45188,126.87
302,41,0.48643,142.76
303,52,0.4816,134.4
304,41,0.46618,144.22
305,210,0.45676,70.476
306,37,0.45648,149.04
307,55,0.43494,134.89
308,55,0.42486,135.61
309,154,0.41995,90.378
310,252,0.34284,48.127
311,252,0.33592,48.936
312,252,0.31826,49.748
313,254,0.33173,48.875
314,254,0.32177,49.7
315,255,0.3145,49.673
316,256,0.30981,49.646
317,255,0.34765,51.338
318,243,0.34508,61.962
319,244,0.37664,62.021
320,260,0.34732,49.485
321,241,0.37227,65.926
322,261,0.33211,50.304
323,264,0.33798,48.541
324,264,0.3319,49.373
325,264,0.32088,50.199
326,244,0.35485,67.832
327,264,0.38933,51.86
328,269,0.35299,48.513
329,271,0.33479,47.692
330,252,0.39566,64.724
331,251,0.33122,66.402
332,251,0.31377,67.239
333,251,0.28858,68.073
334,276,0.30738,47.85
335,276,0.27821,48.705
336,276,0.29901,49.561
337,276,0.30425,50.405
338,239,0.2996,81.604
339,239,0.30535,82.428
340,239,0.30111,83.253
341,239,0.326,84.081
342,241,0.3131,83.45
343,242,0.3261,83.536
344,244,0.33344,82.858
345,246,0.35279,82.121
346,244,0.35537,84.473
347,245,0.34328,84.509
348,248,0.35138,82.831
349,248,0.39346,83.53
