20,18,0.19932,2.9021
21,19,0.17708,2.9542
22,18,0.26679,5.8728
23,21,0.20194,2.9674
24,22,0.21041,2.9685
25,23,0.19064,2.9267
26,24,0.20255,2.8892
27,25,0.20255,2.9185
28,26,0.19504,2.9612
29,27,0.16726,2.5082
30,28,0.16663,2.0476
31,29,0.18108,2.0781
32,28,0.27939,4.1669
33,31,0.17625,2.1511
34,32,0.16425,2.1516
35,33,0.18312,2.1501
36,34,0.21268,2.1794
37,35,0.24231,2.1909
38,36,0.22456,2.1986
39,37,0.2202,2.2098
40,38,0.22444,2.189
41,39,0.19103,2.2118
42,40,0.17567,2.2316
43,41,0.18031,2.2316
44,42,0.17343,2.2292
45,43,0.14795,2.209
46,44,0.17115,2.2087
47,45,0.17985,2.21
48,46,0.1745,2.2367
49,47,0.15719,2.2299
50,48,0.16825,2.2094
51,49,0.16124,2.238
52,50,0.14317,2.2432
53,51,0.14125,2.2205
54,52,0.13715,2.2134
55,53,0.1522,2.2176
56,54,0.17363,2.2024
57,55,0.14007,2.1756
58,56,0.1712,2.1403
59,57,0.13976,2.1159
60,17,0.30427,50.972
61,17,0.30115,52.008
62,60,0.18985,2.5053
63,61,0.19259,2.9083
64,62,0.20334,2.8148
65,63,0.27112,2.723
66,64,0.2743,2.5944
67,65,0.29187,2.4728
68,66,0.27,2.3489
69,67,0.26562,2.1342
70,68,0.22301,2.2024
71,34,0.30292,42.088
72,70,0.21131,2.0395
73,70,0.2628,3.2332
74,72,0.18662,2.3165
75,72,0.22021,3.3712
76,74,0.17183,2.2196
77,75,0.17749,2.2286
78,76,0.19334,2.3264
79,77,0.17879,2.3661
80,78,0.18593,2.2833
81,79,0.18782,2.4132
82,79,0.21002,3.7499
83,81,0.17591,2.7282
84,82,0.17924,2.9104
85,83,0.15169,2.5701
86,84,0.12737,2.1285
87,85,0.11191,2.185
88,86,0.11524,2.2356
89,87,0.11521,2.2764
90,27,0.2668,72.205
91,30,0.26473,69.867
92,90,0.17597,2.3779
93,91,0.17105,2.9776
94,92,0.15219,3.0625
95,93,0.12418,2.5145
96,94,0.12204,2.5277
97,95,0.11079,2.5435
98,96,0.11785,2.5284
99,96,0.12955,3.8269
100,10,0.25752,108.44
101,99,0.098466,2.5792
102,100,0.099621,2.6074
103,101,0.097371,2.6342
104,102,0.088538,2.6246
105,103,0.097577,2.6352
106,103,0.12082,3.9219
107,101,0.17369,7.9254
108,15,0.25237,113
109,15,0.24733,114.34
110,49,0.25616,74.183
111,49,0.24709,75.539
112,110,0.12462,2.7175
113,111,0.13694,2.7449
114,112,0.12545,2.7714
115,110,0.17353,6.8512
116,43,0.23531,89.043
117,115,0.15622,2.6905
118,116,0.16819,2.6734
119,115,0.20861,5.3814
120,89,0.21025,41.089
121,119,0.1162,2.6695
122,120,0.14593,2.6946
123,121,0.13111,2.6613
124,122,0.13008,2.6114
125,123,0.14244,2.6784
126,124,0.11353,2.6862
127,125,0.13541,2.6079
128,126,0.13134,2.5975
129,127,0.13765,2.6079
130,128,0.11705,2.6124
131,112,0.2282,25.344
132,130,0.111,2.508
133,131,0.11432,2.4611
134,132,0.11514,2.479
135,133,0.12508,2.4246
